Name,Subject,PS,Year,WS,URL,,,,
A3575,MS&E,Southwest Jiaotong University,2010,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1253/12552.htm,,,,
A3576,MS&E,Southwest Jiaotong University,2002,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1253/12553.htm,,,,
A3577,MS&E,Southwest Jiaotong University,2004,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1253/12554.htm,,,,
A3578,MS&E,Southwest Jiaotong University,2006,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1253/12555.htm,,,,
A3579,MS&E,Southwest Jiaotong University,2007,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1253/12560.htm,,,,
A3580,MS&E,Southwest Jiaotong University,2014,Jiangsu University,https://manager.ujs.edu.cn/info/1366/7802.htm,,,,
A3581,MS&E,Southwest Jiaotong University,2010,University of Science and Technology Beijing,https://sem.ustb.edu.cn/szll/szdw/xk/glkxygcxa/wyjz/index.htm,,,,
A3582,MS&E,Southwest Jiaotong University,2005,University of Electronic Science and Technology of China,https://www.mgmt.uestc.edu.cn/jsnry.jsp?urltype=news.NewsContentUrl&wbtreeid=1020&wbnewsid=12404,,,,
A3583,BA,Southwest Jiaotong University,2005,Shantou University,http://biz.stu.edu.cn/info/1315/15424.htm,,,,
A3584,BA,Southwest Jiaotong University,2003,Donghua University,https://glxy.dhu.edu.cn/41/d7/c20163a278999/page.htm,,,,
A3585,BA,Southwest Jiaotong University,2006,Henan University of Economics and Law,http://gs.huel.edu.cn/info/1005/1175.htm,,,,
A3586,BA,Southwest Jiaotong University,2006,Liaoning University,http://coba.lnu.edu.cn/info/1104/2057.htm,,,,
A3587,BA,Southwest Jiaotong University,2012,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1075/4865.htm,,,,
A3588,BA,Southwest Jiaotong University,2015,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1255/12630.htm,,,,
A3589,BA,Southwest Jiaotong University,2014,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1255/12629.htm,,,,
A3590,BA,Southwest Jiaotong University,2012,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1255/12628.htm,,,,
A3591,BA,Southwest Jiaotong University,2021,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1255/12605.htm,,,,
A3592,BA,Southwest Jiaotong University,2010,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1255/12620.htm,,,,
A3593,BA,Southwest Jiaotong University,,Southwest University of Political Science  and  Law,https://ms.swupl.edu.cn/#/teacher/fsglyldgxx/235243.htm,,,,
A3594,BA,Southwest Jiaotong University,2011,Zhengzhou University of Aeronautics,http://sxy.zua.edu.cn/info/1167/1964.htm,,,,
A3595,BA,Southwest Jiaotong University,2014,Chongqing Technology and Business University,https://mse.ctbu.edu.cn/info/1102/12387.htm,,,,
A3596,BA,Southwest Jiaotong University,2016,Chongqing Technology and Business University,https://mse.ctbu.edu.cn/info/1103/8051.htm,,,,
A3597,BA,Southwest Jiaotong University,2005,Chongqing University of Technology,https://gl.cqut.edu.cn/info/1047/2590.htm,,,,
A3598,BA,Southwest Jiaotong University,2001,Shanghai University,https://ms.shu.edu.cn/info/1257/15058.htm,,,,
A3599,BA,Southwest Jiaotong University,2016,Huaqiao University,https://ggxy.hqu.edu.cn/info/1149/7892.htm,,,,
A3600,BA,Southwest Jiaotong University,2010,Huaqiao University,https://ggxy.hqu.edu.cn/info/1161/3877.htm,,,,
A3601,BA,Southwest University,2001,Ningbo University,http://nbubs.nbu.edu.cn/info/2032/24661.htm,,,,
A3602,BA,Southwest University,1996,Chongqing University,http://faculty.cqu.edu.cn/GuangheRan/zh_CN/index.htm,,,,
A3603,BA,Southwest University,1997,Chongqing University,http://faculty.cqu.edu.cn/BingjiaShao/zh_CN/index.htm,,,,
A3604,BA,Southwest University,,Chongqing University,http://faculty.cqu.edu.cn/YiSong/zh_CN/index.htm,,,,
A3605,BA,Southwest University,2015,Chongqing University,http://faculty.cqu.edu.cn/LijuanWan/zh_CN/index.htm,,,,
A3606,BA,Southwest University,2000,Chongqing University,http://faculty.cqu.edu.cn/XiguoYin/zh_CN/index.htm,,,,
A3607,BA,Southwest University,2017,Chongqing University of Technology,https://gl.cqut.edu.cn/info/1047/1497.htm,,,,
A3608,BA,Southwest University,2018,Chongqing University of Technology,https://gl.cqut.edu.cn/info/1047/2857.htm,,,,
A3609,BA,Southwest University,2007,Chongqing University of Technology,https://gl.cqut.edu.cn/info/1047/2201.htm,,,,
A3610,BA,Southwest University,2007,Chongqing University of Technology,https://gl.cqut.edu.cn/info/1047/1494.htm,,,,
A3611,BA,Southwest University,2014,Chongqing University of Technology,https://jj.cqut.edu.cn/info/1083/1648.htm,,,,
A3612,BA,Southwest University of Political Science  and  Law,,Chongqing University,http://faculty.cqu.edu.cn/JianHu/zh_CN/index.htm,,,,
A3613,BA,Southwest University of Political Science  and  Law,2018,Southwest University of Political Science  and  Law,https://ms.swupl.edu.cn/#/teacher/sjxx2019/288723.htm,,,,
A3614,BA,Southwest University of Political Science  and  Law,2018,Southwest University of Political Science  and  Law,https://ms.swupl.edu.cn/#/teacher/fsglyldgxx/288731.htm,,,,
A3615,MS&E,Southwestern University of Finance and Economics,2011,Suzhou University of Science and Technology,http://skbs.usts.edu.cn/info/1112/3446.htm,,,,
A3616,MS&E,Southwestern University of Finance and Economics,2015,Suzhou University of Science and Technology,http://skbs.usts.edu.cn/info/1114/3468.htm,,,,
A3617,MS&E,Southwestern University of Finance and Economics,2014,Chongqing Jiaotong University,http://jgxy2.cqjtu.edu.cn/index.php?m=content&c=index&a=show&catid=91&id=131,,,,
A3618,MS&E,Southwestern University of Finance and Economics,,University of Jinan,http://sxy.ujn.edu.cn/info/1154/3319.htm,,,,
A3619,MS&E,Southwestern University of Finance and Economics,2018,Southwestern University of Finance and Economics,https://spa.swufe.edu.cn/info/1159/1901.htm,,,,
A3620,MS&E,Southwestern University of Finance and Economics,2021,Southwestern University of Finance and Economics,https://spa.swufe.edu.cn/info/1159/3119.htm,,,,
A3621,MS&E,Southwestern University of Finance and Economics,2020,Southwestern University of Finance and Economics,https://spa.swufe.edu.cn/info/1159/3032.htm,,,,
A3622,MS&E,Southwestern University of Finance and Economics,2013,Southwestern University of Finance and Economics,https://spa.swufe.edu.cn/info/1159/2561.htm,,,,
A3623,MS&E,Southwestern University of Finance and Economics,,Southwestern University of Finance and Economics,https://spa.swufe.edu.cn/info/1158/1878.htm,,,,
A3624,MS&E,Southwestern University of Finance and Economics,2013,Southwestern University of Finance and Economics,https://spa.swufe.edu.cn/info/1158/2501.htm,,,,
A3625,MS&E,Southwestern University of Finance and Economics,2018,Southwestern University of Finance and Economics,https://spa.swufe.edu.cn/info/1158/1881.htm,,,,
A3626,MS&E,Southwestern University of Finance and Economics,2010,North China University of Water Resources and Electric Power,https://www5.ncwu.edu.cn/guanjing/contents/649/6261.html,,,,
A3627,BA,Southwestern University of Finance and Economics,,Shantou University,http://biz.stu.edu.cn/info/1317/16624.htm,,,,
A3628,BA,Southwestern University of Finance and Economics,2002,Yunnan University of Finance and Economics,https://www.ynufe.edu.cn/pub/sxy/szdw/gsgl/154848.htm,,,,
A3629,BA,Southwestern University of Finance and Economics,,Yunnan University of Finance and Economics,https://www.ynufe.edu.cn/pub/sxy/szdw/rlzyx/7ab2fbc9dcbd4de587fbff7b7d543fd0.htm,,,,
A3630,BA,Southwestern University of Finance and Economics,2015,Yunnan University of Finance and Economics,https://www.ynufe.edu.cn/pub/sxy/szdw/scyxx/154851.htm,,,,
A3631,BA,Southwestern University of Finance and Economics,2012,Yunnan University of Finance and Economics,https://www.ynufe.edu.cn/pub/sxy/szdw/dzswjhlwjrx/155302.htm,,,,
A3632,BA,Southwestern University of Finance and Economics,2006,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2001900129,,,,
A3633,BA,Southwestern University of Finance and Economics,2010,Xinjiang University of Finance  and  Economics,http://www.xjufe.edu.cn/gsglxy/szdw/zzjs/17211.htm,,,,
A3634,BA,Southwestern University of Finance and Economics,2015,Anhui University of Technology,https://sxy.ahut.edu.cn/info/1728/5404.htm,,,,
A3635,BA,Southwestern University of Finance and Economics,2013,University of International Business and Economics,http://schpa.uibe.edu.cn/szdw/xxjs/ggjjx/33056.htm,,,,
A3636,BA,Southwestern University of Finance and Economics,,Chongqing University,http://faculty.cqu.edu.cn/GengChen/zh_CN/index.htm,,,,
A3637,BA,Southwestern University of Finance and Economics,,Chongqing University,http://faculty.cqu.edu.cn/YingjunHuang/zh_CN/index.htm,,,,
A3638,BA,Southwestern University of Finance and Economics,2008,Chongqing University,http://faculty.cqu.edu.cn/TianleiPi/zh_CN/index.htm,,,,
A3639,BA,Southwestern University of Finance and Economics,2009,Nanjing Audit University,https://sea.nau.edu.cn/2021/0609/c7385a80198/page.htm,,,,
A3640,BA,Southwestern University of Finance and Economics,,Sichuan University,http://bs.scu.edu.cn/yingxiao/201904/5157.html,,,,
A3641,BA,Southwestern University of Finance and Economics,2008,Henan University of Economics and Law,http://gs.huel.edu.cn/info/1005/1173.htm,,,,
A3642,BA,Southwestern University of Finance and Economics,2017,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1070/1157.htm,,,,
A3643,BA,Southwestern University of Finance and Economics,1995,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1063/3722.htm,,,,
A3644,BA,Southwestern University of Finance and Economics,2012,Kunming University of Science and Technology,https://mef.kmust.edu.cn/info/1297/1636.htm,,,,
A3645,BA,Southwestern University of Finance and Economics,,Anhui University,http://jjxy.ahu.edu.cn/2017/1214/c9979a76488/page.htm,,,,
A3646,BA,Southwestern University of Finance and Economics,2013,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1255/12635.htm,,,,
A3647,BA,Southwestern University of Finance and Economics,2018,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1255/12612.htm,,,,
A3648,BA,Southwestern University of Finance and Economics,2016,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1255/12617.htm,,,,
A3649,BA,Southwestern University of Finance and Economics,2014,Southwest University of Political Science  and  Law,https://ms.swupl.edu.cn/#/teacher/kjxx2019/230727.htm,,,,
A3650,BA,Southwestern University of Finance and Economics,2013,Southwest University of Political Science  and  Law,https://ms.swupl.edu.cn/#/teacher/sjxx2019/269653.htm,,,,
A3651,BA,Southwestern University of Finance and Economics,2014,Southwest University of Political Science  and  Law,https://ms.swupl.edu.cn/#/teacher/sjxx2019/288728.htm,,,,
A3652,BA,Southwestern University of Finance and Economics,2005,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100091,,,,
A3653,BA,Southwestern University of Finance and Economics,2021,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100269,,,,
A3654,BA,Southwestern University of Finance and Economics,2005,Zhengzhou University,http://www5.zzu.edu.cn/sxy/info/1317/4268.htm,,,,
A3655,BA,Southwestern University of Finance and Economics,2018,Chongqing University of Technology,https://gl.cqut.edu.cn/info/1047/2957.htm,,,,
A3656,BA,Southwestern University of Finance and Economics,2010,Chongqing University of Technology,https://gl.cqut.edu.cn/info/1047/2591.htm,,,,
A3657,MS&E,Sun Yat-sen University,2018,South China University of Technology,http://cnsba.scut.edu.cn/2020/0311/c24834a366031/page.htm,,,,
A3658,MS&E,Sun Yat-sen University,2001,South China University of Technology,,,,,
A3659,MS&E,Sun Yat-sen University,2012,South China University of Technology,,,,,
A3660,MS&E,Sun Yat-sen University,2004,South China University of Technology,,,,,
A3661,MS&E,Sun Yat-sen University,2006,Guangzhou University,http://bas.gzhu.edu.cn/info/3243/3698.htm,,,,
A3662,MS&E,Sun Yat-sen University,2016,Guangzhou University,http://bas.gzhu.edu.cn/info/4666/3546.htm,,,,
A3663,MS&E,Sun Yat-sen University,2011,Guangzhou University,http://bas.gzhu.edu.cn/info/4363/3410.htm,,,,
A3664,MS&E,Sun Yat-sen University,,University of Jinan,http://sxy.ujn.edu.cn/info/1154/3305.htm,,,,
A3665,MS&E,Sun Yat-sen University,2020,Southwestern University of Finance and Economics,https://spa.swufe.edu.cn/info/1159/2732.htm,,,,
A3666,MS&E,Sun Yat-sen University,2016,Southwestern University of Finance and Economics,https://spa.swufe.edu.cn/info/1159/2492.htm,,,,
A3667,MS&E,Sun Yat-sen University,2009,Shanxi University of Finance and Economics,http://glkx.sxufe.edu.cn/info/1180/3377.htm,,,,
A3668,MS&E,Sun Yat-sen University,2005,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/72,,,,
A3669,MS&E,Sun Yat-sen University,,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/LiuJingyan,,,,
A3670,MS&E,Sun Yat-sen University,,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/WangHaizhong,,,,
A3671,MS&E,Sun Yat-sen University,2005,Renmin University of China,http://spap.ruc.edu.cn/dis.php?cid=22&teaid=154,,,,
A3672,MS&E,Sun Yat-sen University,2012,Jinan University,https://ms.jnu.edu.cn/2019/0613/c13310a337855/page.htm,,,,
A3673,MS&E,Sun Yat-sen University,2010,Jinan University,https://ms.jnu.edu.cn/2019/1231/c13310a464219/page.htm,,,,
A3674,MS&E,Sun Yat-sen University,,Jinan University,https://ms.jnu.edu.cn/2019/0613/c13310a337884/page.htm,,,,
A3675,MS&E,Sun Yat-sen University,2010,Guangdong University of Technology,https://glxy.gdut.edu.cn/info/1185/1432.htm,,,,
A3676,MS&E,Sun Yat-sen University,2009,Guangdong University of Technology,https://glxy.gdut.edu.cn/info/1185/1410.htm,,,,
A3677,MS&E,Sun Yat-sen University,2006,Hangzhou Dianzi University,http://management.hdu.edu.cn/2017/0913/c1008a35356/page.htm,,,,
A3678,BA,Sun Yat-sen University,,Shantou University,http://biz.stu.edu.cn/info/1315/15422.htm,,,,
A3679,BA,Sun Yat-sen University,,Shantou University,http://biz.stu.edu.cn/info/1315/15428.htm,,,,
A3680,BA,Sun Yat-sen University,,Shantou University,http://biz.stu.edu.cn/info/1315/15425.htm,,,,
A3681,BA,Sun Yat-sen University,,Shantou University,http://biz.stu.edu.cn/info/1316/15446.htm,,,,
A3682,BA,Sun Yat-sen University,,Shantou University,http://biz.stu.edu.cn/info/1316/15444.htm,,,,
A3683,BA,Sun Yat-sen University,,Shantou University,http://biz.stu.edu.cn/info/1316/16447.htm,,,,
A3684,BA,Sun Yat-sen University,2021,Nanjing Forestry University,https://cem.njfu.edu.cn/ShowJs.asp?id=524&xb=3,,,,
A3685,BA,Sun Yat-sen University,2010,Ningbo University,http://nbubs.nbu.edu.cn/info/2036/12370.htm,,,,
A3686,BA,Sun Yat-sen University,2010,South China Agricultural University,https://cem.scau.edu.cn/2018/1121/c14309a150937/page.htm,,,,
A3687,BA,Sun Yat-sen University,2005,South China Agricultural University,https://cem.scau.edu.cn/2018/1121/c14310a150941/page.htm,,,,
A3688,BA,Sun Yat-sen University,2011,South China Agricultural University,https://cem.scau.edu.cn/2018/1121/c14310a150939/page.htm,,,,
A3689,BA,Sun Yat-sen University,2013,South China Agricultural University,https://cem.scau.edu.cn/2018/1121/c14310a150852/page.htm,,,,
A3690,BA,Sun Yat-sen University,2010,South China Agricultural University,https://cem.scau.edu.cn/2018/1121/c14301a150875/page.htm,,,,
A3691,BA,Sun Yat-sen University,2013,Guangxi Normal University,http://www.em.gxnu.edu.cn/2021/0323/c8277a199793/page.htm,,,,
A3692,BA,Sun Yat-sen University,2012,Guangxi Normal University,http://www.em.gxnu.edu.cn/2016/0323/c8277a179912/page.htm,,,,
A3693,BA,Sun Yat-sen University,2002,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ChenZhuming,,,,
A3694,BA,Sun Yat-sen University,2006,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/FuHui,,,,
A3695,BA,Sun Yat-sen University,1998,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/GuNaikang,,,,
A3696,BA,Sun Yat-sen University,2003,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/HanXiaoyun,,,,
A3697,BA,Sun Yat-sen University,2004,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/LiuEping,,,,
A3698,BA,Sun Yat-sen University,2006,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/LuRui,,,,
A3699,BA,Sun Yat-sen University,2005,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ShiZhuomin,,,,
A3700,BA,Sun Yat-sen University,2003,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/TangQingquan,,,,
A3701,BA,Sun Yat-sen University,2009,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/WangLin,,,,
A3702,BA,Sun Yat-sen University,2007,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/XiaoJinghua,,,,
A3703,BA,Sun Yat-sen University,2004,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/XieLishan,,,,
A3704,BA,Sun Yat-sen University,2007,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ZhengGuojian,,,,
A3705,BA,Sun Yat-sen University,2016,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ChenChen,,,,
A3706,BA,Sun Yat-sen University,2006,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/GongKaisong,,,,
A3707,BA,Sun Yat-sen University,2007,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/HeYun,,,,
A3708,BA,Sun Yat-sen University,,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/6087,,,,
A3709,BA,Sun Yat-sen University,2006,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/LiMeiyun,,,,
A3710,BA,Sun Yat-sen University,2003,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/LiuLiang,,,,
A3711,BA,Sun Yat-sen University,2007,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/LuXiaoyan,,,,
A3712,BA,Sun Yat-sen University,2005,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ShenWenguo,,,,
A3713,BA,Sun Yat-sen University,2005,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/SongYun,,,,
A3714,BA,Sun Yat-sen University,2006,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/WangJiancheng,,,,
A3715,BA,Sun Yat-sen University,2004,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ZhangXiujuan,,,,
A3716,BA,Sun Yat-sen University,2009,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ZhuHuihuang,,,,
A3717,BA,Sun Yat-sen University,2007,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ZhuRenhong,,,,
A3718,BA,Sun Yat-sen University,2019,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/CaiGuilong,,,,
A3719,BA,Sun Yat-sen University,2018,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ZhuoXiaopo,,,,
A3720,BA,Sun Yat-sen University,2008,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/YeMin,,,,
A3721,BA,Sun Yat-sen University,1993,Peking University,https://www.gsm.pku.edu.cn/jsjjxq.jsp?urltype=tree.TreeTempUrl&wbtreeid=1141&user_id=ytlee,,,,
A3722,BA,Sun Yat-sen University,2007,Chongqing University,http://faculty.cqu.edu.cn/QingquanXin/zh_CN/index.htm,,,,
A3723,BA,Sun Yat-sen University,,East China Normal University,https://faculty.ecnu.edu.cn/_s35/hjx/main.psp,,,,
A3724,BA,Sun Yat-sen University,,Nanjing University of Posts and Telecommunications,https://yjs.njupt.edu.cn/dsgl/nocontrol/college/dsfcxq.htm?dsJbxxId=B00A0FD8363EEE0F17994B1753D40CA5,,,,
A3725,BA,Sun Yat-sen University,,Kunming University of Science and Technology,https://mef.kmust.edu.cn/info/1296/1623.htm,,,,
A3726,BA,Sun Yat-sen University,2020,Zhejiang University of Finance  and  Economics,https://cba.zufe.edu.cn/info/1034/10101.htm,,,,
A3727,BA,Sun Yat-sen University,,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-27.html,,,,
A3728,BA,Sun Yat-sen University,2015,Chongqing University of Technology,https://jj.cqut.edu.cn/info/1082/2796.htm,,,,
A3729,MS&E,Taiyuan University of Technology,2018,Shanxi University of Finance and Economics,http://glkx.sxufe.edu.cn/info/1181/4995.htm,,,,
A3730,MS&E,Taiyuan University of Technology,2007,Shanxi University of Finance and Economics,http://glkx.sxufe.edu.cn/info/1182/3386.htm,,,,
A3731,BA,The Party School of the CPC Central Committee,2012,Henan Normal University,https://www.htu.edu.cn/sxy/2014/1110/c302a16641/page.htm,,,,
A3732,BA,The Party School of the CPC Central Committee,2004,Anhui University,http://jjxy.ahu.edu.cn/2017/1214/c9978a76469/page.htm,,,,
A3733,BA,The Party School of the CPC Central Committee,2013,Southwest University of Political Science  and  Law,https://ms.swupl.edu.cn/#/teacher/kjxx2019/288720.htm,,,,
A3734,BA,The People's Bank Of China,2001,Peking University,https://www.gsm.pku.edu.cn/jsjjxq.jsp?urltype=tree.TreeTempUrl&wbtreeid=1141&user_id=zmwang,,,,
A3735,MS&E,Tianjin University,2004,Tongji University,https://sem.tongji.edu.cn/semch/15230.html,,,,
A3736,MS&E,Tianjin University,,Nankai University,https://bs.nankai.edu.cn/2019/0513/c13106a140592/page.htm,,,,
A3737,MS&E,Tianjin University,2021,Nankai University,https://bs.nankai.edu.cn/2019/0101/c13106a402395/page.htm,,,,
A3738,MS&E,Tianjin University,2002,Nankai University,https://bs.nankai.edu.cn/2019/0101/c13106a166089/page.htm,,,,
A3739,MS&E,Tianjin University,2006,Nankai University,https://bs.nankai.edu.cn/2019/0513/c13106a140610/page.htm,,,,
A3740,MS&E,Tianjin University,2009,Nankai University,https://bs.nankai.edu.cn/2019/0513/c13106a140556/page.htm,,,,
A3741,MS&E,Tianjin University,2004,Nankai University,https://bs.nankai.edu.cn/2019/0513/c13106a140551/page.htm,,,,
A3742,MS&E,Tianjin University,2006,Nankai University,https://bs.nankai.edu.cn/2019/0513/c13106a140543/page.htm,,,,
A3743,MS&E,Tianjin University,2005,Nankai University,https://bs.nankai.edu.cn/2019/0513/c13106a140519/page.htm,,,,
A3744,MS&E,Tianjin University,2007,Tianjin University,http://come.tju.edu.cn/info/1085/3693.htm,,,,
A3745,MS&E,Tianjin University,2004,Tianjin University,http://come.tju.edu.cn/info/1085/3692.htm,,,,
A3746,MS&E,Tianjin University,2014,Tianjin University,http://come.tju.edu.cn/info/1085/3695.htm,,,,
A3747,MS&E,Tianjin University,2007,Tianjin University,http://come.tju.edu.cn/info/1085/3688.htm,,,,
A3748,MS&E,Tianjin University,,Jiangnan University,http://busi.jiangnan.edu.cn/info/1046/10613.htm,,,,
A3749,MS&E,Tianjin University,2007,Hebei University,http://manage.hbu.edu.cn/team_xi.php?cid=2&id=31,,,,
A3750,MS&E,Tianjin University,2016,Hebei University,http://manage.hbu.edu.cn/team_xi.php?cid=2&id=75,,,,
A3751,MS&E,Tianjin University,2013,Shanxi University,http://jgxy.sxu.edu.cn/szdw/fjs/60580.htm,,,,
A3752,MS&E,Tianjin University,2008,Yanshan University,https://fem.ysu.edu.cn/info/1049/1220.htm,,,,
A3753,MS&E,Tianjin University,2019,Chongqing Technology & Business Institute,https://mse.ctbu.edu.cn/info/1103/11240.htm,,,,
A3754,MS&E,Tianjin University,2013,China Three Gorges University,https://jg.ctgu.edu.cn/info/1174/1292.htm,,,,
A3755,MS&E,Tianjin University,,North China University of Water Resources and Electric Power,https://www5.ncwu.edu.cn/guanjing/contents/651/86787.html,,,,
A3756,MS&E,Tianjin University,2021,Shandong University,https://www.glxy.sdu.edu.cn/info/1091/5818.htm,,,,
A3757,MS&E,Tianjin University,,Shandong University,https://www.glxy.sdu.edu.cn/info/1092/2234.htm,,,,
A3758,MS&E,Tianjin University,,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/g/84369.htm,,,,
A3759,MS&E,Tianjin University,2019,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/l/105303.htm,,,,
A3760,MS&E,Tianjin University,,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/l/84405.htm,,,,
A3761,MS&E,Tianjin University,2007,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/l/84400.htm,,,,
A3762,MS&E,Tianjin University,2010,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/l/84398.htm,,,,
A3763,MS&E,Tianjin University,2007,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/m/84420.htm,,,,
A3764,MS&E,Tianjin University,2018,Donghua University,https://glxy.dhu.edu.cn/42/5c/c20164a279132/page.htm,,,,
A3765,MS&E,Tianjin University,2007,Donghua University,https://glxy.dhu.edu.cn/42/33/c20164a279091/page.htm,,,,
A3766,MS&E,Tianjin University,,Beijing University of Chemical Technology,https://sem.buct.edu.cn/2021/0916/c10400a157488/page.htm,,,,
A3767,MS&E,Tianjin University,2005,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/1691.htm,,,,
A3768,MS&E,Tianjin University,2015,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/1686.htm,,,,
A3769,MS&E,Tianjin University,2018,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/2389.htm,,,,
A3770,MS&E,Tianjin University,2008,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/1675.htm,,,,
A3771,MS&E,Tianjin University,2007,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/1618.htm,,,,
A3772,MS&E,Tianjin University,2019,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/2365.htm,,,,
A3773,MS&E,Tianjin University,2008,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/1607.htm,,,,
A3774,MS&E,Tianjin University,2008,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/1608.htm,,,,
A3775,MS&E,Tianjin University,2019,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/2392.htm,,,,
A3776,MS&E,Tianjin University,2018,Tianjin University of Technology,https://ms.tjut.edu.cn/info/1134/2372.htm,,,,
A3777,MS&E,Tianjin University,2013,China University of Petroleum(East China),http://sem.upc.edu.cn/_upload/article/files/ac/51/2b9b5fa24cba891ca5d2f569605d/2ae99573-d497-4a05-bce3-4fd379b0a974.pdf,,,,
A3778,MS&E,Tianjin University,2012,China University of Petroleum(East China),http://sem.upc.edu.cn/_upload/article/files/a9/18/8d69359449089464802b12526b18/dd653cce-38a1-44c8-aa13-5fed7183e677.pdf,,,,
A3779,MS&E,Tianjin University,2019,Shenzhen University,https://ma.szu.edu.cn/szll1/axx/glkxx/ztw2.htm,,,,
A3780,MS&E,Tianjin University,2005,North China Electric Power University,https://business.ncepu.edu.cn/szll2/szdw/126925.htm,,,,
A3781,MS&E,Tianjin University,2016,North China Electric Power University,https://business.ncepu.edu.cn/szll2/szdw/6fcb03a004074af58938c188a44353cc.htm,,,,
A3782,MS&E,Tianjin University,2009,China Jiliang University,https://yjsb.cjlu.edu.cn/tutor/#/teacherDetail/3592,,,,
A3783,MS&E,Tianjin University,2007,Shandong University of Finance and Economics,https://gkgc.sdufe.edu.cn/info/1117/2592.htm,,,,
A3784,MS&E,Tianjin University,2007,Jiangsu University,https://manager.ujs.edu.cn/info/1373/7805.htm,,,,
A3785,MS&E,Tianjin University,2007,Shanghai Maritime University,https://sem.shmtu.edu.cn/2020/1126/c5331a35227/page.htm,,,,
A3786,MS&E,Tianjin University,2006,Shanghai Maritime University,https://sem.shmtu.edu.cn/2020/1126/c5331a35222/page.htm,,,,
