Name,Subject,PS,Year,WS,URL,,,,
A4418,MS&E,Wuhan University of Technology,2008,Shanxi University,http://jgxy.sxu.edu.cn/szdw/jiangsshi/60573.htm,,,,
A4419,MS&E,Wuhan University of Technology,2014,Wuhan University of Science and Technology,https://som.wust.edu.cn/2018/0922/c4294a170801/page.htm,,,,
A4420,MS&E,Wuhan University of Technology,2013,University of Jinan,http://sxy.ujn.edu.cn/info/1154/3294.htm,,,,
A4421,MS&E,Wuhan University of Technology,2016,Central China Normal University,http://econ.ccnu.edu.cn/info/1014/9157.htm,,,,
A4422,MS&E,Wuhan University of Technology,2013,Central China Normal University,http://econ.ccnu.edu.cn/info/1014/8081.htm,,,,
A4423,MS&E,Wuhan University of Technology,2010,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130730_98280.htm,,,,
A4424,MS&E,Wuhan University of Technology,2010,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130730_98278.htm,,,,
A4425,MS&E,Wuhan University of Technology,2010,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/202005/t20200519_442456.htm,,,,
A4426,MS&E,Wuhan University of Technology,2011,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98175.htm,,,,
A4427,MS&E,Wuhan University of Technology,2012,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98174.htm,,,,
A4428,MS&E,Wuhan University of Technology,2010,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98166.htm,,,,
A4429,MS&E,Wuhan University of Technology,2008,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98165.htm,,,,
A4430,MS&E,Wuhan University of Technology,2005,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98164.htm,,,,
A4431,MS&E,Wuhan University of Technology,2008,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98163.htm,,,,
A4432,MS&E,Wuhan University of Technology,2006,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98162.htm,,,,
A4433,MS&E,Wuhan University of Technology,2011,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98155.htm,,,,
A4434,MS&E,Wuhan University of Technology,2008,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98154.htm,,,,
A4435,MS&E,Wuhan University of Technology,2011,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98135.htm,,,,
A4436,MS&E,Wuhan University of Technology,2012,Wuhan University of Technology,http://som.whut.edu.cn/rsgz/szdw/201307/t20130726_98102.htm,,,,
A4437,MS&E,Wuhan University of Technology,2008,Jiangsu University,https://manager.ujs.edu.cn/info/1362/9206.htm,,,,
A4438,BA,Wuhan University of Technology,2001,Minzu University of China,https://ms.muc.edu.cn/info/1134/1719.htm,,,,
A4439,BA,Wuhan University of Technology,2003,Henan University of Technology,https://glxy.haut.edu.cn/info/1095/2420.htm,,,,
A4440,BA,Wuhan University of Technology,2013,Henan University of Technology,https://glxy.haut.edu.cn/info/1095/2444.htm,,,,
A4441,BA,Wuhan University of Technology,2011,Henan University of Technology,https://glxy.haut.edu.cn/info/1095/2497.htm,,,,
A4442,BA,Wuhan University of Technology,2011,Henan University of Technology,https://glxy.haut.edu.cn/info/1095/2425.htm,,,,
A4443,BA,Wuhan University of Technology,2006,Beijing University of Technology,https://www.bjut.edu.cn/jjyglxy/info/1120/1227.htm,,,,
A4444,BA,Wuhan University of Technology,2010,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6220.htm,,,,
A4445,BA,Wuhan University of Technology,2007,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6235.htm,,,,
A4446,BA,Wuhan University of Technology,2006,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6242.htm,,,,
A4447,BA,Wuhan University of Technology,2007,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6250.htm,,,,
A4448,BA,Wuhan University of Technology,2000,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ZhangFeng,,,,
A4449,BA,Wuhan University of Technology,2001,Wuhan University,http://ems.whu.edu.cn/info/1718/10653.htm,,,,
A4450,BA,Wuhan University of Technology,2009,Zhongnan University of Economics and Law,http://gsxy.zuel.edu.cn/2017/0929/c11490a173505/page.htm,,,,
A4451,BA,Wuhan University of Technology,2005,Zhongnan University of Economics and Law,http://gsxy.zuel.edu.cn/2013/0508/c5306a154405/page.htm,,,,
A4452,BA,Wuhan University of Technology,2003,Huazhong University of Science and Technology,http://cm.hust.edu.cn/info/1755/24522.htm,,,,
A4453,BA,Wuhan University of Technology,1996,Nanjing Tech University,http://jgy.njtech.edu.cn/info/1022/2110.htm,,,,
A4454,BA,Wuhan University of Technology,2020,University of Science and Technology Beijing,https://sem.ustb.edu.cn/szll/szdw/szm/qb/bmc/index.htm,,,,
A4455,BA,Wuhan University of Technology,2019,Zhengzhou University of Aeronautics,http://sxy.zua.edu.cn/info/1266/4577.htm,,,,
A4456,BA,Wuhan University of Technology,2018,Zhengzhou University of Aeronautics,http://sxy.zua.edu.cn/info/1168/2005.htm,,,,
A4457,BA,Wuhan University of Technology,2011,Zhengzhou University of Aeronautics,http://sxy.zua.edu.cn/info/1264/4548.htm,,,,
A4458,BA,Wuhan University of Technology,2001,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1216.htm,,,,
A4459,BA,Wuhan University of Technology,1983,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1190.htm,,,,
A4460,BA,Wuhan University of Technology,2015,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1337.htm,,,,
A4461,BA,Wuhan University of Technology,2005,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1328.htm,,,,
A4462,BA,Wuhan University of Technology,2011,Huaqiao University,https://ggxy.hqu.edu.cn/info/1162/3883.htm,,,,
A4463,MS&E,Wuhan University of Technology,2014,Wuhan University of Science and Technology,2022-5-340 from李爽,,,,
A4464,MS&E,Wuhan University of Technology,2014,Jiangxi Agricultural University,2022-5-341 from李爽,,,,
A4465,MS&E,Wuhan University of Technology,2014,Wuhan University of Technology,2022-5-342 from李爽,,,,
A4466,MS&E,Wuhan University of Technology,2013,Hebei Normal University,2022-5-343 from李爽,,,,
A4467,MS&E,Wuhan University of Technology,2012,Shandong University of Technology,2022-5-353 from李爽,,,,
A4468,MS&E,Wuhan University of Technology,2012,Wuhan University of Technology,2022-5-354 from李爽,,,,
A4469,MS&E,Wuhan University of Technology,2012,Hubei University Of Economics,2022-5-355 from李爽,,,,
A4470,MS&E,Wuhan University of Technology,2011,Wuhan University of Technology,2022-5-356 from李爽,,,,
A4471,MS&E,Wuhan University of Technology,2011,Wuhan University of Technology,2022-5-357 from李爽,,,,
A4472,MS&E,Wuhan University of Technology,2011,Fuzhou University,2022-5-358 from李爽,,,,
A4473,MS&E,Wuhan University of Technology,2011,Wuhan University of Technology,2022-5-360 from李爽,,,,
A4474,MS&E,Wuhan University of Technology,2011,Jianghan University,2022-5-362 from李爽,,,,
A4475,MS&E,Wuhan University of Technology,2009,Wuhan University of Technology,2022-5-378 from李爽,,,,
A4476,MS&E,Wuhan University of Technology,2009,Hubei University of Technology,2022-5-379 from李爽,,,,
A4477,MS&E,Wuhan University of Technology,2009,China University of Geosciences Wuhan,2022-5-380 from李爽,,,,
A4478,MS&E,Wuhan University of Technology,2019,Wuhan Institute of Technology,2022-5-381 from李爽,,,,
A4479,MS&E,Wuhan University of Technology,2019,Huazhong Agricultural University,2022-5-382 from李爽,,,,
A4480,MS&E,Wuhan University of Technology,2019,Hubei University of Technology,2022-5-383 from李爽,,,,
A4481,MS&E,Xiamen University,2004,Tongji University,https://sem.tongji.edu.cn/semch/15002.html,,,,
A4482,MS&E,Xiamen University,,Xiamen University,http://stats.xmu.edu.cn/info/1026/1007.htm,,,,
A4483,MS&E,Xiamen University,2015,Zhengzhou University,http://www5.zzu.edu.cn/sxy/info/1193/4815.htm,,,,
A4484,MS&E,Xiamen University,,Chongqing Technology & Business Institute,https://mse.ctbu.edu.cn/info/1100/8417.htm,,,,
A4485,MS&E,Xiamen University,2009,University of Jinan,http://sxy.ujn.edu.cn/info/1154/3312.htm,,,,
A4486,MS&E,Xiamen University,2006,Shandong University,https://www.glxy.sdu.edu.cn/info/1100/4423.htm,,,,
A4487,MS&E,Xiamen University,2021,Shandong University,https://www.glxy.sdu.edu.cn/info/1100/5459.htm,,,,
A4488,MS&E,Xiamen University,2011,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/h/84380.htm,,,,
A4489,MS&E,Xiamen University,,Fuzhou University,https://jgxy.fzu.edu.cn/info/1043/15544.htm,,,,
A4490,MS&E,Xiamen University,,Fuzhou University,https://jgxy.fzu.edu.cn/info/1023/15439.htm,,,,
A4491,MS&E,Xiamen University,2007,China Jiliang University,https://yjsb.cjlu.edu.cn/tutor/#/teacherDetail/3016,,,,
A4492,MS&E,Xiamen University,2001,Southwest Jiaotong University,https://glxy.swjtu.edu.cn/info/1253/12544.htm,,,,
A4493,MS&E,Xiamen University,2021,Dalian University of Technology,http://faculty.dlut.edu.cn/chenxing/zh_CN/index.htm,,,,
A4494,MS&E,Xiamen University,2007,Hangzhou Dianzi University,http://management.hdu.edu.cn/2017/0913/c1009a35421/page.htm,,,,
A4495,BA,Xiamen University,,Shantou University,http://biz.stu.edu.cn/info/1315/15420.htm,,,,
A4496,BA,Xiamen University,,Shantou University,http://biz.stu.edu.cn/info/1316/15438.htm,,,,
A4497,BA,Xiamen University,2017,Shantou University,http://biz.stu.edu.cn/info/1316/15445.htm,,,,
A4498,BA,Xiamen University,2002,Shantou University,http://biz.stu.edu.cn/info/1317/15451.htm,,,,
A4499,BA,Xiamen University,,Shantou University,http://biz.stu.edu.cn/info/1318/15472.htm,,,,
A4500,BA,Xiamen University,,Shantou University,http://biz.stu.edu.cn/info/1318/15469.htm,,,,
A4501,BA,Xiamen University,2008,Shantou University,http://biz.stu.edu.cn/info/1318/15477.htm,,,,
A4502,BA,Xiamen University,,Shantou University,http://biz.stu.edu.cn/info/1318/16385.htm,,,,
A4503,BA,Xiamen University,2008,Jiangsu University of Science and Technology,http://mypage.just.edu.cn/jjgl/lwc/list.htm,,,,
A4504,BA,Xiamen University,2014,Ningbo University,http://nbubs.nbu.edu.cn/info/2032/15352.htm,,,,
A4505,BA,Xiamen University,2011,Jiangxi Agricultural University,http://jingmao.jxau.edu.cn/3b/f9/c9162a80889/page.htm,,,,
A4506,BA,Xiamen University,2009,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9793.htm,,,,
A4507,BA,Xiamen University,2010,Shihezi University,http://sem.shzu.edu.cn/2014/0624/c7300a47416/page.htm,,,,
A4508,BA,Xiamen University,2016,Shihezi University,http://sem.shzu.edu.cn/2014/0627/c659a47355/page.htm,,,,
A4509,BA,Xiamen University,2009,South China Agricultural University,https://cem.scau.edu.cn/2018/1121/c14301a150862/page.htm,,,,
A4510,BA,Xiamen University,2013,Shaanxi Normal University,http://ibs.snnu.edu.cn/info/1288/3899.htm,,,,
A4511,BA,Xiamen University,2011,Shaanxi Normal University,http://ibs.snnu.edu.cn/info/1287/3882.htm,,,,
A4512,BA,Xiamen University,2018,Central China Normal University,http://econ.ccnu.edu.cn/info/1012/10759.htm,,,,
A4513,BA,Xiamen University,2021,Central China Normal University,http://econ.ccnu.edu.cn/info/1012/16580.htm,,,,
A4514,BA,Xiamen University,2009,Guangxi Normal University,http://www.em.gxnu.edu.cn/2022/0309/c8277a232321/page.htm,,,,
A4515,BA,Xiamen University,2011,Guangxi Normal University,http://www.em.gxnu.edu.cn/2016/0426/c8277a179901/page.htm,,,,
A4516,BA,Xiamen University,2009,Guangxi Normal University,http://www.em.gxnu.edu.cn/2016/0323/c8279a179919/page.htm,,,,
A4517,BA,Xiamen University,1997,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/LinBin,,,,
A4518,BA,Xiamen University,2001,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/LiuYunguo,,,,
A4519,BA,Xiamen University,2003,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ZhangJunsheng,,,,
A4520,BA,Xiamen University,2004,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/HuangYirong,,,,
A4521,BA,Xiamen University,2010,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/SongXiaoning,,,,
A4522,BA,Xiamen University,2020,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/6318,,,,
A4523,BA,Xiamen University,2004,Renmin University of China,http://spap.ruc.edu.cn/dis.php?cid=22&teaid=55,,,,
A4524,BA,Xiamen University,2005,Xiamen University,https://stats.xmu.edu.cn/info/1026/1048.htm,,,,
A4525,BA,Xiamen University,,Xiamen University,https://stats.xmu.edu.cn/info/1026/1047.htm,,,,
A4526,BA,Xiamen University,2010,Xiamen University,https://stats.xmu.edu.cn/info/1026/1046.htm,,,,
A4527,BA,Xiamen University,2009,Xiamen University,https://stats.xmu.edu.cn/info/1026/1042.htm,,,,
A4528,BA,Xiamen University,,Xiamen University,https://stats.xmu.edu.cn/info/1026/1033.htm,,,,
A4529,BA,Xiamen University,,Xiamen University,https://stats.xmu.edu.cn/info/1026/1031.htm,,,,
A4530,BA,Xiamen University,2012,Xiamen University,https://stats.xmu.edu.cn/info/1026/1026.htm,,,,
A4531,BA,Xiamen University,,Xiamen University,https://stats.xmu.edu.cn/info/1026/1023.htm,,,,
A4532,BA,Xiamen University,2003,Xiamen University,https://stats.xmu.edu.cn/info/1026/1021.htm,,,,
A4533,BA,Xiamen University,,Xiamen University,https://stats.xmu.edu.cn/info/1026/1019.htm,,,,
A4534,BA,Xiamen University,,Xiamen University,https://stats.xmu.edu.cn/info/1026/1018.htm,,,,
A4535,BA,Xiamen University,,Xiamen University,https://stats.xmu.edu.cn/info/1026/1016.htm,,,,
A4536,BA,Xiamen University,1993,Xiamen University,https://stats.xmu.edu.cn/info/1026/1015.htm,,,,
A4537,BA,Xiamen University,2004,Xiamen University,https://stats.xmu.edu.cn/info/1026/1013.htm,,,,
A4538,BA,Xiamen University,2005,Xiamen University,https://stats.xmu.edu.cn/info/1026/1011.htm,,,,
A4539,BA,Xiamen University,1998,Shanghai Jiao Tong University,https://www.acem.sjtu.edu.cn/faculty/huyiming.html,,,,
A4540,BA,Xiamen University,1996,Shanghai Jiao Tong University,https://www.acem.sjtu.edu.cn/faculty/zhuqigui.html,,,,
A4541,BA,Xiamen University,2008,Chongqing University,http://faculty.cqu.edu.cn/JinruoZhang/zh_CN/index.htm,,,,
A4542,BA,Xiamen University,2017,Harbin Institute of Technology,http://homepage.hit.edu.cn/honghong,,,,
A4543,BA,Xiamen University,2006,Donghua University,https://glxy.dhu.edu.cn/42/0f/c20163a279055/page.htm,,,,
A4544,BA,Xiamen University,2007,Donghua University,https://glxy.dhu.edu.cn/42/1f/c20163a279071/page.htm,,,,
A4545,BA,Xiamen University,2000,Donghua University,https://glxy.dhu.edu.cn/42/2a/c20163a279082/page.htm,,,,
A4546,BA,Xiamen University,2021,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1064/4958.htm,,,,
A4547,BA,Xiamen University,2002,Shandong Technology and Business University,https://gsgl.sdtbu.edu.cn/info/1056/2941.htm,,,,
A4548,BA,Xiamen University,2016,Shandong Technology and Business University,https://gsgl.sdtbu.edu.cn/info/1055/2926.htm,,,,
A4549,BA,Xiamen University,2013,Anhui University,http://jjxy.ahu.edu.cn/2017/1214/c9979a76477/page.htm,,,,
A4550,BA,Xiamen University,2006,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100118,,,,
A4551,BA,Xiamen University,2021,Zhejiang Normal University,http://sxy.zjnu.edu.cn/2021/0910/c6488a367708/page.htm,,,,
A4552,BA,Xiamen University,2021,Zhejiang Normal University,http://sxy.zjnu.edu.cn/2021/0910/c6488a367707/page.htm,,,,
A4553,BA,Xiamen University,2006,Zhengzhou University,http://www5.zzu.edu.cn/sxy/info/1317/4262.htm,,,,
A4554,BA,Xiamen University,2018,Zhengzhou University,http://www5.zzu.edu.cn/sxy/info/1317/4280.htm,,,,
A4555,BA,Xiamen University,2018,Zhengzhou University of Aeronautics,http://sxy.zua.edu.cn/info/1165/1929.htm,,,,
A4556,BA,Xiamen University,2015,Zhengzhou University of Aeronautics,http://sxy.zua.edu.cn/info/1166/1986.htm,,,,
A4557,BA,Xiamen University,1983,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1181.htm,,,,
A4558,BA,Xiamen University,2011,Huaqiao University,https://ggxy.hqu.edu.cn/info/1149/6968.htm,,,,
A4559,BA,Xiamen University,2013,Huaqiao University,https://ggxy.hqu.edu.cn/info/1155/7916.htm,,,,
A4560,BA,Xiamen University,2013,Huaqiao University,https://ggxy.hqu.edu.cn/info/1158/7027.htm,,,,
A4561,BA,Xiamen University,2012,Huaqiao University,https://ggxy.hqu.edu.cn/info/1164/5823.htm,,,,
A4562,MS&E,Xian Jiaotong University,2017,Jilin University,https://gl.jlu.edu.cn/info/1024/2720.htm,,,,
A4563,MS&E,Xian Jiaotong University,2020,University of Science and Technology of China,http://bs.ustc.edu.cn/chinese/profile-658.html,,,,
A4564,MS&E,Xian Jiaotong University,1997,Tongji University,https://sem.tongji.edu.cn/semch/15026.html,,,,
